,service_date,day_type,bus,rail_boardings,total_rides,year,month
7098,2020-06-08,W,263520,100516,364036,2020,6
7099,2020-06-09,W,245154,98717,343871,2020,6
7100,2020-06-10,W,258523,101685,360208,2020,6
7101,2020-06-11,W,282597,110709,393306,2020,6
7102,2020-06-12,W,276051,113656,389707,2020,6
7103,2020-06-13,A,206386,81727,288113,2020,6
7104,2020-06-14,U,165299,66384,231683,2020,6
7105,2020-06-15,W,294517,111956,406473,2020,6
7106,2020-06-16,W,301881,114566,416447,2020,6
7107,2020-06-17,W,306380,117798,424178,2020,6
7108,2020-06-18,W,305028,119506,424534,2020,6
7109,2020-06-19,W,303502,125162,428664,2020,6
7110,2020-06-20,A,221620,81634,303254,2020,6
7111,2020-06-21,U,165913,70884,236797,2020,6
7112,2020-06-22,W,260524,114622,375146,2020,6
7113,2020-06-23,W,299680,131100,430780,2020,6
7114,2020-06-24,W,286680,133015,419695,2020,6
7115,2020-06-25,W,304522,139288,443810,2020,6
7116,2020-06-26,W,275240,130402,405642,2020,6
7117,2020-06-27,A,233358,106092,339450,2020,6
7118,2020-06-28,U,171693,86966,258659,2020,6
7119,2020-06-29,W,279383,133291,412674,2020,6
7120,2020-06-30,W,298563,140782,439345,2020,6
7121,2020-07-01,W,327984,148683,476667,2020,7
7122,2020-07-02,W,320859,149071,469930,2020,7
7123,2020-07-03,U,272940,127079,400019,2020,7
7124,2020-07-04,A,188378,94601,282979,2020,7
7125,2020-07-05,U,166998,84977,251975,2020,7
7126,2020-07-06,W,301317,143054,444371,2020,7
7127,2020-07-07,W,300508,147310,447818,2020,7
7128,2020-07-08,W,301892,149845,451737,2020,7
7129,2020-07-09,W,301260,149971,451231,2020,7
7130,2020-07-10,W,312226,155529,467755,2020,7
7131,2020-07-11,A,233152,112641,345793,2020,7
7132,2020-07-12,U,174761,90382,265143,2020,7
7133,2020-07-13,W,309700,149117,458817,2020,7
7134,2020-07-14,W,312379,152758,465137,2020,7
7135,2020-07-15,W,295648,147794,443442,2020,7
7136,2020-07-16,W,306288,154912,461200,2020,7
7137,2020-07-17,W,315882,161335,477217,2020,7
7138,2020-07-18,A,219217,109549,328766,2020,7
7139,2020-07-19,U,148461,80714,229175,2020,7
7140,2020-07-20,W,307261,149404,456665,2020,7
7141,2020-07-21,W,297659,148632,446291,2020,7
7142,2020-07-22,W,306629,152652,459281,2020,7
7143,2020-07-23,W,315401,156970,472371,2020,7
7144,2020-07-24,W,318269,161024,479293,2020,7
7145,2020-07-25,A,228619,116404,345023,2020,7
7146,2020-07-26,U,163332,90069,253401,2020,7
7147,2020-07-27,W,295579,144168,439747,2020,7
7148,2020-07-28,W,314899,153221,468120,2020,7
7149,2020-07-29,W,305332,152279,457611,2020,7
7150,2020-07-30,W,307576,156312,463888,2020,7
7151,2020-07-31,W,338021,164604,502625,2020,7
7152,2020-08-01,A,235944,117414,353358,2020,8
7153,2020-08-02,U,169536,89199,258735,2020,8
7154,2020-08-03,W,324028,152552,476580,2020,8
7155,2020-08-04,W,326128,157759,483887,2020,8
7156,2020-08-05,W,319021,157695,476716,2020,8
7157,2020-08-06,W,320751,159609,480360,2020,8
7158,2020-08-07,W,326107,164886,490993,2020,8
7159,2020-08-08,A,232723,118676,351399,2020,8
7160,2020-08-09,U,175080,93832,268912,2020,8
7161,2020-08-10,W,250672,96642,347314,2020,8
7162,2020-08-11,W,309009,138581,447590,2020,8
7163,2020-08-12,W,313739,146680,460419,2020,8
7164,2020-08-13,W,313917,150941,464858,2020,8
7165,2020-08-14,W,315311,155653,470964,2020,8
7166,2020-08-15,A,215071,107720,322791,2020,8
7167,2020-08-16,U,172492,89599,262091,2020,8
7168,2020-08-17,W,304431,147684,452115,2020,8
7169,2020-08-18,W,313038,155406,468444,2020,8
7170,2020-08-19,W,317835,158653,476488,2020,8
7171,2020-08-20,W,317199,160843,478042,2020,8
7172,2020-08-21,W,322563,165104,487667,2020,8
7173,2020-08-22,A,229626,119732,349358,2020,8
7174,2020-08-23,U,167737,93123,260860,2020,8
7175,2020-08-24,W,295919,152126,448045,2020,8
7176,2020-08-25,W,306720,156020,462740,2020,8
7177,2020-08-26,W,311882,158419,470301,2020,8
7178,2020-08-27,W,307570,159603,467173,2020,8
7179,2020-08-28,W,313712,163890,477602,2020,8
7180,2020-08-29,A,228415,120335,348750,2020,8
7181,2020-08-30,U,172100,96089,268189,2020,8
7182,2020-08-31,W,312659,156093,468752,2020,8
7183,2020-09-01,W,320186,157112,477298,2020,9
7184,2020-09-02,W,335025,167989,503014,2020,9
7185,2020-09-03,W,347516,172408,519924,2020,9
7186,2020-09-04,W,339339,176834,516173,2020,9
7187,2020-09-05,A,239660,134087,373747,2020,9
7188,2020-09-06,U,161152,98132,259284,2020,9
7189,2020-09-07,U,189391,104992,294383,2020,9
7190,2020-09-08,W,288854,151558,440412,2020,9
7191,2020-09-09,W,318510,162823,481333,2020,9
7192,2020-09-10,W,320927,167696,488623,2020,9
7193,2020-09-11,W,323815,172643,496458,2020,9
7194,2020-09-12,A,213040,118325,331365,2020,9
7195,2020-09-13,U,183881,104162,288043,2020,9
7196,2020-09-14,W,314508,159479,473987,2020,9
7197,2020-09-15,W,323465,166872,490337,2020,9
7198,2020-09-16,W,323500,171467,494967,2020,9
7199,2020-09-17,W,322703,171455,494158,2020,9
7200,2020-09-18,W,329339,179021,508360,2020,9
7201,2020-09-19,A,240028,135343,375371,2020,9
7202,2020-09-20,U,175502,101785,277287,2020,9
7203,2020-09-21,W,312717,160531,473248,2020,9
7204,2020-09-22,W,324554,166852,491406,2020,9
7205,2020-09-23,W,326416,169407,495823,2020,9
7206,2020-09-24,W,321314,169953,491267,2020,9
7207,2020-09-25,W,338121,180938,519059,2020,9
7208,2020-09-26,A,239686,136388,376074,2020,9
7209,2020-09-27,U,176943,102308,279251,2020,9
7210,2020-09-28,W,299874,158980,458854,2020,9
7211,2020-09-29,W,323062,167874,490936,2020,9
7212,2020-09-30,W,320186,169305,489491,2020,9
7213,2020-10-01,W,336911,173387,510298,2020,10
7214,2020-10-02,W,349664,182413,532077,2020,10
7215,2020-10-03,A,241921,133772,375693,2020,10
7216,2020-10-04,U,179954,100387,280341,2020,10
7217,2020-10-05,W,326242,164517,490759,2020,10
7218,2020-10-06,W,332474,168456,500930,2020,10
7219,2020-10-07,W,333595,171757,505352,2020,10
7220,2020-10-08,W,334365,174469,508834,2020,10
7221,2020-10-09,W,335842,183544,519386,2020,10
7222,2020-10-10,A,248858,137846,386704,2020,10
7223,2020-10-11,U,181194,103244,284438,2020,10
7224,2020-10-12,W,271925,145635,417560,2020,10
7225,2020-10-13,W,334145,170998,505143,2020,10
7226,2020-10-14,W,334911,172419,507330,2020,10
7227,2020-10-15,W,323424,172888,496312,2020,10
7228,2020-10-16,W,324544,178507,503051,2020,10
7229,2020-10-17,A,231563,134238,365801,2020,10
7230,2020-10-18,U,150496,92227,242723,2020,10
7231,2020-10-19,W,300842,158006,458848,2020,10
7232,2020-10-20,W,310091,163811,473902,2020,10
7233,2020-10-21,W,321256,167872,489128,2020,10
7234,2020-10-22,W,318012,168824,486836,2020,10
7235,2020-10-23,W,288787,166459,455246,2020,10
7236,2020-10-24,A,239353,132006,371359,2020,10
7237,2020-10-25,U,160807,94731,255538,2020,10
7238,2020-10-26,W,294204,155238,449442,2020,10
7239,2020-10-27,W,299100,158973,458073,2020,10
7240,2020-10-28,W,318538,165838,484376,2020,10
7241,2020-10-29,W,304342,165360,469702,2020,10
7242,2020-10-30,W,334559,172445,507004,2020,10
7243,2020-10-31,A,224885,120080,344965,2020,10
7244,2020-11-01,U,149896,85934,235830,2020,11
7245,2020-11-02,W,301558,154284,455842,2020,11
7246,2020-11-03,W,317723,149741,467464,2020,11
7247,2020-11-04,W,306904,151147,458051,2020,11
7248,2020-11-05,W,311836,158434,470270,2020,11
7249,2020-11-06,W,318896,167110,486006,2020,11
7250,2020-11-07,A,226237,126890,353127,2020,11
7251,2020-11-08,U,166538,94199,260737,2020,11
7252,2020-11-09,W,308098,157126,465224,2020,11
7253,2020-11-10,W,298502,153003,451505,2020,11
7254,2020-11-11,W,286362,147595,433957,2020,11
7255,2020-11-12,W,305497,158496,463993,2020,11
7256,2020-11-13,W,305354,159535,464889,2020,11
7257,2020-11-14,A,206691,104500,311191,2020,11
7258,2020-11-15,U,136434,75619,212053,2020,11
7259,2020-11-16,W,282290,140661,422951,2020,11
7260,2020-11-17,W,279757,140971,420728,2020,11
7261,2020-11-18,W,285245,143331,428576,2020,11
7262,2020-11-19,W,292548,148286,440834,2020,11
7263,2020-11-20,W,297292,149612,446904,2020,11
7264,2020-11-21,A,206379,100672,307051,2020,11
7265,2020-11-22,U,146562,74926,221488,2020,11
7266,2020-11-23,W,283365,138635,422000,2020,11
7267,2020-11-24,W,264500,135119,399619,2020,11
7268,2020-11-25,W,267787,131704,399491,2020,11
7269,2020-11-26,U,119470,56839,176309,2020,11
7270,2020-11-27,W,221878,106692,328570,2020,11
7271,2020-11-28,A,198860,97141,296001,2020,11
7272,2020-11-29,U,145682,76276,221958,2020,11
7273,2020-11-30,W,255801,130426,386227,2020,11
7274,2020-12-01,W,290906,138364,429270,2020,12
7275,2020-12-02,W,289930,137598,427528,2020,12
7276,2020-12-03,W,301357,142080,443437,2020,12
7277,2020-12-04,W,297160,144348,441508,2020,12
7278,2020-12-05,A,206508,100869,307377,2020,12
7279,2020-12-06,U,144322,74099,218421,2020,12
7280,2020-12-07,W,272363,133537,405900,2020,12
7281,2020-12-08,W,277139,137145,414284,2020,12
7282,2020-12-09,W,293699,143390,437089,2020,12
7283,2020-12-10,W,297368,144459,441827,2020,12
7284,2020-12-11,W,277727,138386,416113,2020,12
7285,2020-12-12,A,181545,92521,274066,2020,12
7286,2020-12-13,U,150344,78380,228724,2020,12
7287,2020-12-14,W,269583,135394,404977,2020,12
7288,2020-12-15,W,273075,137120,410195,2020,12
7289,2020-12-16,W,269375,138422,407797,2020,12
7290,2020-12-17,W,273791,139375,413166,2020,12
7291,2020-12-18,W,284841,144568,429409,2020,12
7292,2020-12-19,A,201406,101970,303376,2020,12
7293,2020-12-20,U,157805,80063,237868,2020,12
7294,2020-12-21,W,280892,137696,418588,2020,12
7295,2020-12-22,W,289292,140759,430051,2020,12
7296,2020-12-23,W,283137,138325,421462,2020,12
7297,2020-12-24,W,201261,92528,293789,2020,12
7298,2020-12-25,U,80783,40861,121644,2020,12
7299,2020-12-26,A,170294,81793,252087,2020,12
7300,2020-12-27,U,139350,72363,211713,2020,12
7301,2020-12-28,W,259552,125317,384869,2020,12
7302,2020-12-29,W,253437,128558,381995,2020,12
7303,2020-12-30,W,244219,126447,370666,2020,12
7304,2020-12-31,W,254787,114338,369125,2020,12
7305,2021-01-01,U,114115,62077,176192,2021,1
7306,2021-01-02,A,186877,91034,277911,2021,1
7307,2021-01-03,U,140440,72391,212831,2021,1
7308,2021-01-04,W,282862,132124,414986,2021,1
7309,2021-01-05,W,281724,134514,416238,2021,1
7310,2021-01-06,W,278317,136069,414386,2021,1
7311,2021-01-07,W,270340,135092,405432,2021,1
7312,2021-01-08,W,272827,137181,410008,2021,1
7313,2021-01-09,A,205370,101095,306465,2021,1
7314,2021-01-10,U,145412,71867,217279,2021,1
7315,2021-01-11,W,262355,129615,391970,2021,1
7316,2021-01-12,W,277882,136866,414748,2021,1
7317,2021-01-13,W,282529,140007,422536,2021,1
7318,2021-01-14,W,275747,137634,413381,2021,1
7319,2021-01-15,W,277928,139988,417916,2021,1
7320,2021-01-16,A,193303,96530,289833,2021,1
7321,2021-01-17,U,143923,72570,216493,2021,1
7322,2021-01-18,W,227108,113727,340835,2021,1
7323,2021-01-19,W,270497,137227,407724,2021,1
7324,2021-01-20,W,257638,131313,388951,2021,1
7325,2021-01-21,W,287899,144085,431984,2021,1
7326,2021-01-22,W,264517,138811,403328,2021,1
7327,2021-01-23,A,190988,96503,287491,2021,1
7328,2021-01-24,U,141538,71996,213534,2021,1
7329,2021-01-25,W,265782,135618,401400,2021,1
7330,2021-01-26,W,233767,127803,361570,2021,1
7331,2021-01-27,W,262570,138610,401180,2021,1
7332,2021-01-28,W,265152,140259,405411,2021,1
7333,2021-01-29,W,285439,148439,433878,2021,1
7334,2021-01-30,A,192267,102119,294386,2021,1
7335,2021-01-31,U,119669,75697,195366,2021,1
7336,2021-02-01,W,285366,145356,430722,2021,2
7337,2021-02-02,W,288369,146050,434419,2021,2
7338,2021-02-03,W,315672,152303,467975,2021,2
7339,2021-02-04,W,278515,147593,426108,2021,2
7340,2021-02-05,W,250369,139613,389982,2021,2
7341,2021-02-06,A,161437,89065,250502,2021,2
7342,2021-02-07,U,110637,64459,175096,2021,2
7343,2021-02-08,W,242899,128998,371897,2021,2
7344,2021-02-09,W,260772,137064,397836,2021,2
7345,2021-02-10,W,267271,141210,408481,2021,2
7346,2021-02-11,W,269772,146284,416056,2021,2
7347,2021-02-12,W,280767,149261,430028,2021,2
7348,2021-02-13,A,186257,106030,292287,2021,2
7349,2021-02-14,U,121070,73603,194673,2021,2
7350,2021-02-15,W,196912,118258,315170,2021,2
7351,2021-02-16,W,206197,114830,321027,2021,2
7352,2021-02-17,W,278930,149828,428758,2021,2
7353,2021-02-18,W,283168,155250,438418,2021,2
7354,2021-02-19,W,287852,156832,444684,2021,2
7355,2021-02-20,A,192157,112011,304168,2021,2
7356,2021-02-21,U,146116,81211,227327,2021,2
7357,2021-02-22,W,280331,146573,426904,2021,2
7358,2021-02-23,W,308822,157020,465842,2021,2
7359,2021-02-24,W,307300,156793,464093,2021,2
7360,2021-02-25,W,300304,157867,458171,2021,2
7361,2021-02-26,W,309217,164565,473782,2021,2
7362,2021-02-27,A,232432,127246,359678,2021,2
7363,2021-02-28,U,158200,87008,245208,2021,2
7364,2021-03-01,W,309106,149826,458932,2021,3
7365,2021-03-02,W,308998,156140,465138,2021,3
7366,2021-03-03,W,333410,163566,496976,2021,3
7367,2021-03-04,W,309302,159889,469191,2021,3
7368,2021-03-05,W,317629,167771,485400,2021,3
7369,2021-03-06,A,228890,124851,353741,2021,3
7370,2021-03-07,U,173071,95906,268977,2021,3
7371,2021-03-08,W,317267,159512,476779,2021,3
7372,2021-03-09,W,327340,164868,492208,2021,3
7373,2021-03-10,W,312074,161736,473810,2021,3
7374,2021-03-11,W,318121,165057,483178,2021,3
7375,2021-03-12,W,323199,172476,495675,2021,3
7376,2021-03-13,A,247738,148004,395742,2021,3
7377,2021-03-14,U,163299,97387,260686,2021,3
7378,2021-03-15,W,265818,144990,410808,2021,3
7379,2021-03-16,W,300583,158171,458754,2021,3
7380,2021-03-17,W,310656,165207,475863,2021,3
7381,2021-03-18,W,293346,160989,454335,2021,3
7382,2021-03-19,W,330666,178106,508772,2021,3
7383,2021-03-20,A,246067,141702,387769,2021,3
7384,2021-03-21,U,187953,111138,299091,2021,3
7385,2021-03-22,W,319333,164624,483957,2021,3
7386,2021-03-23,W,303876,159635,463511,2021,3
7387,2021-03-24,W,320929,168422,489351,2021,3
7388,2021-03-25,W,316190,168278,484468,2021,3
7389,2021-03-26,W,321386,175255,496641,2021,3
7390,2021-03-27,A,235940,137705,373645,2021,3
7391,2021-03-28,U,171037,101679,272716,2021,3
7392,2021-03-29,W,316586,165113,481699,2021,3
7393,2021-03-30,W,324218,170588,494806,2021,3
7394,2021-03-31,W,313521,168955,482476,2021,3
7395,2021-04-01,W,330414,178267,508681,2021,4
7396,2021-04-02,W,329144,180602,509746,2021,4
7397,2021-04-03,A,258780,150786,409566,2021,4
7398,2021-04-04,U,178580,105039,283619,2021,4
7399,2021-04-05,W,313426,166404,479830,2021,4
7400,2021-04-06,W,338664,181795,520459,2021,4
7401,2021-04-07,W,340512,181069,521581,2021,4
7402,2021-04-08,W,302569,171140,473709,2021,4
7403,2021-04-09,W,330542,186985,517527,2021,4
7404,2021-04-10,A,212976,129831,342807,2021,4
7405,2021-04-11,U,177686,105758,283444,2021,4
7406,2021-04-12,W,326192,170290,496482,2021,4
7407,2021-04-13,W,335197,179135,514332,2021,4
7408,2021-04-14,W,320689,173838,494527,2021,4
7409,2021-04-15,W,321850,179206,501056,2021,4
7410,2021-04-16,W,334144,199086,533230,2021,4
7411,2021-04-17,A,237265,155208,392473,2021,4
7412,2021-04-18,U,177249,112596,289845,2021,4
7413,2021-04-19,W,307407,165608,473015,2021,4
7414,2021-04-20,W,310048,170031,480079,2021,4
7415,2021-04-21,W,313705,173325,487030,2021,4
7416,2021-04-22,W,336610,187886,524496,2021,4
7417,2021-04-23,W,341811,203880,545691,2021,4
7418,2021-04-24,A,234939,149135,384074,2021,4
7419,2021-04-25,U,175558,113050,288608,2021,4
7420,2021-04-26,W,337128,176283,513411,2021,4
7421,2021-04-27,W,352388,193712,546100,2021,4
7422,2021-04-28,W,303689,172569,476258,2021,4
7423,2021-04-29,W,327089,184416,511505,2021,4
7424,2021-04-30,W,358329,207166,565495,2021,4
7425,2021-05-01,A,266141,170503,436644,2021,5
7426,2021-05-02,U,195776,126355,322131,2021,5
7427,2021-05-03,W,334667,174120,508787,2021,5
7428,2021-05-04,W,330540,183621,514161,2021,5
7429,2021-05-05,W,346837,193605,540442,2021,5
7430,2021-05-06,W,322453,187545,509998,2021,5
7431,2021-05-07,W,351011,212194,563205,2021,5
7432,2021-05-08,A,255252,161702,416954,2021,5
7433,2021-05-09,U,158199,108981,267180,2021,5
7434,2021-05-10,W,317899,175820,493719,2021,5
7435,2021-05-11,W,338523,189589,528112,2021,5
7436,2021-05-12,W,337223,193841,531064,2021,5
7437,2021-05-13,W,347914,205589,553503,2021,5
7438,2021-05-14,W,353950,222830,576780,2021,5
7439,2021-05-15,A,234951,166559,401510,2021,5
7440,2021-05-16,U,195939,137410,333349,2021,5
7441,2021-05-17,W,333150,190203,523353,2021,5
7442,2021-05-18,W,338267,195305,533572,2021,5
7443,2021-05-19,W,331674,198718,530392,2021,5
7444,2021-05-20,W,350455,215181,565636,2021,5
7445,2021-05-21,W,353721,226276,579997,2021,5
7446,2021-05-22,A,265066,188124,453190,2021,5
7447,2021-05-23,U,184730,129720,314450,2021,5
7448,2021-05-24,W,338290,196524,534814,2021,5
7449,2021-05-25,W,345371,205679,551050,2021,5
7450,2021-05-26,W,349319,208470,557789,2021,5
7451,2021-05-27,W,334991,208682,543673,2021,5
7452,2021-05-28,W,313635,217115,530750,2021,5
7453,2021-05-29,A,266944,208819,475763,2021,5
7454,2021-05-30,U,209937,177745,387682,2021,5
7455,2021-05-31,U,194901,147880,342781,2021,5
7456,2021-06-01,W,349451,221402,570853,2021,6
7457,2021-06-02,W,356620,222827,579447,2021,6
7458,2021-06-03,W,382161,231398,613559,2021,6
7459,2021-06-04,W,374475,244454,618929,2021,6
7460,2021-06-05,A,278036,199123,477159,2021,6
7461,2021-06-06,U,204309,148509,352818,2021,6
7462,2021-06-07,W,343982,202767,546749,2021,6
7463,2021-06-08,W,366854,222841,589695,2021,6
7464,2021-06-09,W,367755,231622,599377,2021,6
7465,2021-06-10,W,374697,246542,621239,2021,6
7466,2021-06-11,W,375533,271425,646958,2021,6
7467,2021-06-12,A,265224,224185,489409,2021,6
7468,2021-06-13,U,219260,184714,403974,2021,6
7469,2021-06-14,W,362267,227377,589644,2021,6
7470,2021-06-15,W,372531,238872,611403,2021,6
7471,2021-06-16,W,374362,242785,617147,2021,6
7472,2021-06-17,W,372186,247900,620086,2021,6
7473,2021-06-18,W,362823,272803,635626,2021,6
7474,2021-06-19,A,276925,238075,515000,2021,6
7475,2021-06-20,U,194025,158875,352900,2021,6
7476,2021-06-21,W,349781,237699,587480,2021,6
7477,2021-06-22,W,376511,256084,632595,2021,6
7478,2021-06-23,W,362682,239858,602540,2021,6
7479,2021-06-24,W,345186,240440,585626,2021,6
7480,2021-06-25,W,343853,251904,595757,2021,6
7481,2021-06-26,A,232678,190791,423469,2021,6
7482,2021-06-27,U,219887,176898,396785,2021,6
7483,2021-06-28,W,337566,218776,556342,2021,6
7484,2021-06-29,W,346254,229881,576135,2021,6
7485,2021-06-30,W,356837,237763,594600,2021,6
7486,2021-07-01,W,397781,257789,655570,2021,7
7487,2021-07-02,W,389185,254956,644141,2021,7
7488,2021-07-03,A,292341,215230,507571,2021,7
7489,2021-07-04,U,214496,167760,382256,2021,7
7490,2021-07-05,U,237811,178415,416226,2021,7
7491,2021-07-06,W,378230,255296,633526,2021,7
7492,2021-07-07,W,371601,261796,633397,2021,7
7493,2021-07-08,W,375578,276819,652397,2021,7
7494,2021-07-09,W,389894,302893,692787,2021,7
7495,2021-07-10,A,275612,238903,514515,2021,7
7496,2021-07-11,U,189913,165360,355273,2021,7
7497,2021-07-12,W,363268,237710,600978,2021,7
7498,2021-07-13,W,375230,250575,625805,2021,7
7499,2021-07-14,W,396163,262113,658276,2021,7
7500,2021-07-15,W,374072,261351,635423,2021,7
7501,2021-07-16,W,379552,280527,660079,2021,7
7502,2021-07-17,A,296714,245066,541780,2021,7
7503,2021-07-18,U,226558,191007,417565,2021,7
7504,2021-07-19,W,377772,248181,625953,2021,7
7505,2021-07-20,W,390578,264471,655049,2021,7
7506,2021-07-21,W,392548,274123,666671,2021,7
7507,2021-07-22,W,390531,275892,666423,2021,7
7508,2021-07-23,W,386289,298869,685158,2021,7
7509,2021-07-24,A,280927,250014,530941,2021,7
7510,2021-07-25,U,221645,198799,420444,2021,7
7511,2021-07-26,W,373206,260296,633502,2021,7
7512,2021-07-27,W,387327,279049,666376,2021,7
7513,2021-07-28,W,390425,298392,688817,2021,7
7514,2021-07-29,W,394751,362106,756857,2021,7
7515,2021-07-30,W,402364,362949,765313,2021,7
7516,2021-07-31,A,292772,310759,603531,2021,7
7517,2021-08-01,U,223161,244404,467565,2021,8
7518,2021-08-02,W,374987,259408,634395,2021,8
7519,2021-08-03,W,407869,267547,675416,2021,8
7520,2021-08-04,W,401665,271469,673134,2021,8
7521,2021-08-05,W,401248,283716,684964,2021,8
7522,2021-08-06,W,387894,313936,701830,2021,8
7523,2021-08-07,A,301542,275050,576592,2021,8
7524,2021-08-08,U,223653,187344,410997,2021,8
7525,2021-08-09,W,334547,240520,575067,2021,8
7526,2021-08-10,W,372961,264354,637315,2021,8
7527,2021-08-11,W,364185,258741,622926,2021,8
7528,2021-08-12,W,381061,280760,661821,2021,8
7529,2021-08-13,W,396567,277082,673649,2021,8
7530,2021-08-14,A,294345,252710,547055,2021,8
7531,2021-08-15,U,221156,205673,426829,2021,8
7532,2021-08-16,W,371748,246824,618572,2021,8
7533,2021-08-17,W,385106,259308,644414,2021,8
7534,2021-08-18,W,387316,265679,652995,2021,8
7535,2021-08-19,W,390171,274749,664920,2021,8
7536,2021-08-20,W,399149,298535,697684,2021,8
7537,2021-08-21,A,282205,248705,530910,2021,8
7538,2021-08-22,U,231270,202393,433663,2021,8
7539,2021-08-23,W,389873,263283,653156,2021,8
7540,2021-08-24,W,382748,259641,642389,2021,8
7541,2021-08-25,W,398464,278830,677294,2021,8
7542,2021-08-26,W,417416,287640,705056,2021,8
7543,2021-08-27,W,411406,302286,713692,2021,8
7544,2021-08-28,A,290939,232278,523217,2021,8
7545,2021-08-29,U,215493,180030,395523,2021,8
7546,2021-08-30,W,452128,283312,735440,2021,8
7547,2021-08-31,W,457408,294988,752396,2021,8
7548,2021-09-01,W,483883,302972,786855,2021,9
7549,2021-09-02,W,466988,316474,783462,2021,9
7550,2021-09-03,W,460822,332962,793784,2021,9
7551,2021-09-04,A,288744,249857,538601,2021,9
7552,2021-09-05,U,238982,232104,471086,2021,9
7553,2021-09-06,U,231171,190360,421531,2021,9
7554,2021-09-07,W,445989,291803,737792,2021,9
7555,2021-09-08,W,480111,320091,800202,2021,9
7556,2021-09-09,W,471953,326271,798224,2021,9
7557,2021-09-10,W,469400,355788,825188,2021,9
7558,2021-09-11,A,292316,276714,569030,2021,9
7559,2021-09-12,U,216327,206582,422909,2021,9
7560,2021-09-13,W,450527,296554,747081,2021,9
7561,2021-09-14,W,468812,311965,780777,2021,9
7562,2021-09-15,W,472623,329295,801918,2021,9
7563,2021-09-16,W,467659,365090,832749,2021,9
7564,2021-09-17,W,469512,377373,846885,2021,9
7565,2021-09-18,A,297188,295961,593149,2021,9
7566,2021-09-19,U,221743,220835,442578,2021,9
7567,2021-09-20,W,443252,298947,742199,2021,9
7568,2021-09-21,W,452211,319330,771541,2021,9
7569,2021-09-22,W,450883,322522,773405,2021,9
7570,2021-09-23,W,464140,327671,791811,2021,9
7571,2021-09-24,W,463710,365392,829102,2021,9
7572,2021-09-25,A,300821,296621,597442,2021,9
7573,2021-09-26,U,214958,195380,410338,2021,9
7574,2021-09-27,W,458134,298532,756666,2021,9
7575,2021-09-28,W,474767,315354,790121,2021,9
7576,2021-09-29,W,471319,323001,794320,2021,9
7577,2021-09-30,W,469820,326450,796270,2021,9
7578,2021-10-01,W,486451,343048,829499,2021,10
7579,2021-10-02,A,283289,248678,531967,2021,10
7580,2021-10-03,U,209009,188875,397884,2021,10
7581,2021-10-04,W,453108,297717,750825,2021,10
7582,2021-10-05,W,469691,317319,787010,2021,10
7583,2021-10-06,W,474666,317494,792160,2021,10
7584,2021-10-07,W,447936,323569,771505,2021,10
7585,2021-10-08,W,461163,348740,809903,2021,10
7586,2021-10-09,A,301635,281790,583425,2021,10
7587,2021-10-10,U,194232,312750,506982,2021,10
7588,2021-10-11,W,335704,269043,604747,2021,10
7589,2021-10-12,W,469702,337547,807249,2021,10
7590,2021-10-13,W,456836,323735,780571,2021,10
7591,2021-10-14,W,466987,336464,803451,2021,10
7592,2021-10-15,W,456194,338278,794472,2021,10
7593,2021-10-16,A,301890,266017,567907,2021,10
7594,2021-10-17,U,219929,196386,416315,2021,10
7595,2021-10-18,W,447658,303246,750904,2021,10
7596,2021-10-19,W,467179,323286,790465,2021,10
7597,2021-10-20,W,470815,323794,794609,2021,10
7598,2021-10-21,W,449160,330258,779418,2021,10
7599,2021-10-22,W,446072,328904,774976,2021,10
7600,2021-10-23,A,288871,244421,533292,2021,10
7601,2021-10-24,U,171424,144992,316416,2021,10
7602,2021-10-25,W,384314,270031,654345,2021,10
7603,2021-10-26,W,476997,320974,797971,2021,10
7604,2021-10-27,W,475784,327121,802905,2021,10
7605,2021-10-28,W,447442,328865,776307,2021,10
7606,2021-10-29,W,407815,307878,715693,2021,10
7607,2021-10-30,A,280283,244786,525069,2021,10
7608,2021-10-31,U,203393,183268,386661,2021,10
7609,2021-11-01,W,452937,300996,753933,2021,11
7610,2021-11-02,W,463908,319122,783030,2021,11
7611,2021-11-03,W,481029,327770,808799,2021,11
7612,2021-11-04,W,463508,333562,797070,2021,11
7613,2021-11-05,W,403870,312819,716689,2021,11
7614,2021-11-06,A,279147,235533,514680,2021,11
7615,2021-11-07,U,211114,177817,388931,2021,11
7616,2021-11-08,W,458387,305403,763790,2021,11
7617,2021-11-09,W,465479,324645,790124,2021,11
7618,2021-11-10,W,474682,332506,807188,2021,11
7619,2021-11-11,W,349696,286823,636519,2021,11
7620,2021-11-12,W,381722,302454,684176,2021,11
7621,2021-11-13,A,263401,221836,485237,2021,11
7622,2021-11-14,U,191694,153282,344976,2021,11
7623,2021-11-15,W,427781,292876,720657,2021,11
7624,2021-11-16,W,463846,321135,784981,2021,11
7625,2021-11-17,W,436216,311717,747933,2021,11
7626,2021-11-18,W,413008,315161,728169,2021,11
7627,2021-11-19,W,443247,337202,780449,2021,11
7628,2021-11-20,A,271655,276136,547791,2021,11
7629,2021-11-21,U,214017,179537,393554,2021,11
7630,2021-11-22,W,428156,288075,716231,2021,11
7631,2021-11-23,W,437577,300261,737838,2021,11
7632,2021-11-24,W,359261,257882,617143,2021,11
7633,2021-11-25,U,136680,103108,239788,2021,11
7634,2021-11-26,W,257700,189694,447394,2021,11
